Airline,Origin,Destination,Day,Month,Year,Weekday,Departure_Hour,Arrival_Hour,Duration_Minutes,Stops,Class,WiFi,Meals,Baggage_kg,Price_VND
Pacific Airlines,TP HCM,VINH,2.0,4.0,2021.0,4.0,17.0,19.0,110.0,0,ECONOMY (EC)-E,No,No,7,970000.0
Bamboo Airways,HÀ NỘI,TP HCM,4.0,5.0,2021.0,1.0,16.0,18.0,130.0,0,ECO SAVER,No,No,7,861000.0
Vietjet,VINH,TP HCM,27.0,4.0,2021.0,1.0,23.0,1.0,115.0,0,ECO,No,No,7,694900.0
Vietjet,TP HCM,NHA TRANG,14.0,4.0,2021.0,2.0,8.0,9.0,65.0,0,ECO,No,No,7,682800.0
Vietjet,HAN,PQC,5.0,4.0,2021.0,0.0,14.0,16.0,125.0,0,ECONOMY,No,No,20,1070900.0
Bamboo Airways,HÀ NỘI,TP HCM,4.0,4.0,2021.0,6.0,17.0,20.0,142.0,0,ECO SAVER,No,Snack,20,1258256.0
Vietnam Airlines,HAN,CXR,1.0,4.0,2021.0,3.0,15.0,17.0,120.0,0,ECONOMY,Limited,Snack,20,1730000.0
Vietjet,PQC,HAN,7.0,4.0,2021.0,2.0,18.0,20.0,125.0,0,ECONOMY,No,No,20,1070900.0
Vietravel Airlines,HÀ NỘI,TP HCM,18.0,4.0,2021.0,6.0,5.0,8.0,135.0,0,AREGOW (A) - VÉ KHÔNG HOÀN,No,No,7,950000.0
Vietjet,HAN,SGN,2.0,4.0,2021.0,4.0,21.0,0.0,130.0,0,ECONOMY,No,No,7,849900.0
Vietnam Airlines,TP HCM,HÀ NỘI,12.0,4.0,2021.0,0.0,15.0,17.0,130.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Bamboo Airways,TP HCM,PHÚ QUỐC,30.0,4.0,2021.0,4.0,10.0,11.0,60.0,0,ECO FLEX,Limited,Snack,20,1997000.0
Vietnam Airlines,PHÚ QUỐC,HÀ NỘI,12.0,4.0,2021.0,0.0,15.0,18.0,135.0,0,BUSINESS (BC)-I,Yes,Yes,30,5140000.0
Pacific Airlines,ĐÀ NẴNG,TP HCM,22.0,4.0,2021.0,3.0,8.0,9.0,85.0,0,ECONOMY (EL)-A,No,No,7,701173.0
Vietnam Airlines,HUẾ,TP HCM,23.0,4.0,2021.0,4.0,22.0,23.0,100.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietnam Airlines,HÀ NỘI,ĐÀ NẴNG,1.0,5.0,2021.0,5.0,10.0,12.0,85.0,0,ECONOMY (EC)-L,Limited,Snack,20,1676720.0
Vietnam Airlines,TP HCM,HÀ NỘI,20.0,4.0,2021.0,1.0,9.0,11.0,130.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Vietnam Airlines,TP HCM,ĐÀ NẴNG,25.0,4.0,2021.0,6.0,9.0,11.0,85.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietjet,VCL,SGN,2.0,4.0,2021.0,4.0,12.0,14.0,80.0,0,ECONOMY,No,No,7,749900.0
Vietjet,TP HCM,ĐÀ NẴNG,25.0,4.0,2021.0,6.0,6.0,7.0,88.0,0,ECO,No,No,7,677993.0
Bamboo Airways,CXR,SGN,2.0,4.0,2021.0,4.0,14.0,15.0,58.0,0,ECONOMY,No,No,7,795488.0
Vietjet,HUẾ,TP HCM,29.0,4.0,2021.0,3.0,20.0,21.0,85.0,0,ECO,No,No,20,1136900.0
Vietjet,CHU LAI,TP HCM,4.0,4.0,2021.0,6.0,12.0,14.0,80.0,0,ECO,No,No,20,1136900.0
Bamboo Airways,SGN,CXR,4.0,4.0,2021.0,6.0,12.0,14.0,62.0,0,ECONOMY,No,No,7,770284.0
Vietnam Airlines,HAN,SGN,9.0,4.0,2021.0,4.0,9.0,11.0,135.0,0,ECONOMY,No,No,7,969000.0
Vietnam Airlines,ĐÀ NẴNG,TP HCM,4.0,4.0,2021.0,6.0,16.0,17.0,90.0,0,ECONOMY (EC)-Q,No,Snack,20,1400000.0
Pacific Airlines,TP HCM,HÀ NỘI,23.0,4.0,2021.0,4.0,16.0,18.0,140.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietjet,HAN,SGN,1.0,5.0,2021.0,5.0,8.0,11.0,140.0,0,ECONOMY,No,No,20,1170900.0
Bamboo Airways,NHA TRANG,TP HCM,17.0,4.0,2021.0,5.0,14.0,15.0,70.0,0,ECO SAVER,No,No,7,761000.0
Vietnam Airlines,ĐÀ LẠT,HÀ NỘI,22.0,4.0,2021.0,3.0,17.0,19.0,120.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Vietnam Airlines,PHÚ QUỐC,TP HCM,1.0,5.0,2021.0,5.0,21.0,22.0,70.0,0,ECONOMY (EC)-E,No,No,7,970000.0
Vietnam Airlines,HAN,VCA,3.0,4.0,2021.0,5.0,16.0,18.0,140.0,0,ECONOMY,No,No,20,1080000.0
Vietravel Airlines,SGN,PQC,3.0,5.0,2021.0,0.0,13.0,14.0,57.0,0,ECONOMY,No,No,7,710745.0
Vietjet,PQC,HAN,8.0,4.0,2021.0,3.0,20.0,22.0,120.0,0,ECONOMY,No,No,20,1070900.0
Vietnam Airlines,TP HCM,ĐÀ NẴNG,17.0,4.0,2021.0,5.0,12.0,14.0,90.0,0,ECONOMY (EC)-E,No,No,7,933466.0
Bamboo Airways,TP HCM,HÀ NỘI,1.0,4.0,2021.0,3.0,14.0,17.0,115.0,0,ECO SAVER,No,No,20,1081775.0
Vietjet,SGN,DAD,3.0,5.0,2021.0,0.0,10.0,11.0,80.0,0,ECONOMY,No,No,7,694900.0
Vietjet,TP HCM,THANH HÓA,6.0,4.0,2021.0,1.0,7.0,9.0,125.0,0,ECO,No,No,7,749900.0
Vietnam Airlines,TP HCM,PHÚ QUỐC,13.0,4.0,2021.0,1.0,9.0,10.0,65.0,0,ECONOMY (EL)-P,No,No,7,859000.0
Vietjet,THANH HÓA,TP HCM,29.0,4.0,2021.0,3.0,12.0,14.0,120.0,0,ECO,No,No,7,749900.0
Pacific Airlines,VINH,TP HCM,1.0,4.0,2021.0,3.0,21.0,23.0,110.0,0,ECONOMY (EL)-P,No,No,7,870000.0
Vietnam Airlines,ĐÀ NẴNG,HÀ NỘI,20.0,4.0,2021.0,1.0,21.0,22.0,80.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietjet,THANH HÓA,TP HCM,7.0,4.0,2021.0,2.0,12.0,14.0,120.0,0,ECO,No,No,7,749900.0
Vietnam Airlines,THANH HÓA,TP HCM,30.0,4.0,2021.0,4.0,13.0,16.0,130.0,0,ECONOMY (EL)-P,No,No,7,970000.0
Vietjet,HÀ NỘI,TP HCM,4.0,5.0,2021.0,1.0,15.0,17.0,125.0,0,ECO,No,Snack,20,1390900.0
Vietjet,HAN,DLI,3.0,4.0,2021.0,5.0,18.0,19.0,110.0,0,ECONOMY,No,No,20,1070900.0
Vietnam Airlines,TP HCM,HÀ NỘI,16.0,4.0,2021.0,4.0,19.0,21.0,130.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Vietjet,DAD,HAN,3.0,4.0,2021.0,5.0,20.0,21.0,80.0,0,ECONOMY,No,No,20,1136900.0
Vietnam Airlines,DAD,SGN,1.0,4.0,2021.0,3.0,11.0,12.0,90.0,0,ECONOMY,No,No,7,759000.0
Pacific Airlines,TP HCM,PHÚ QUỐC,24.0,4.0,2021.0,5.0,7.0,8.0,65.0,0,ECONOMY (EC)-T,No,No,20,1025000.0
Vietnam Airlines,SGN,DAD,9.0,4.0,2021.0,4.0,16.0,18.0,85.0,0,ECONOMY,No,No,20,1180000.0
Vietnam Airlines,SGN,THD,3.0,5.0,2021.0,0.0,6.0,8.0,106.0,0,ECONOMY,No,No,7,952189.0
Vietnam Airlines,HÀ NỘI,TP HCM,9.0,4.0,2021.0,4.0,18.0,20.0,135.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Vietjet,HUẾ,TP HCM,10.0,4.0,2021.0,5.0,17.0,18.0,80.0,0,ECO,No,No,7,694900.0
Bamboo Airways,DLI,HAN,2.0,5.0,2021.0,6.0,20.0,21.0,98.0,0,ECONOMY,Limited,Yes,23,2718445.0
Vietnam Airlines,SGN,PQC,1.0,5.0,2021.0,5.0,13.0,14.0,65.0,0,ECONOMY,No,Snack,20,1400000.0
Vietjet,HÀ NỘI,TP HCM,4.0,4.0,2021.0,6.0,16.0,18.0,130.0,0,ECO,Limited,Snack,20,1500900.0
Vietjet,SGN,HAN,9.0,4.0,2021.0,4.0,9.0,11.0,130.0,0,ECONOMY,No,No,20,1070900.0
Vietnam Airlines,TP HCM,VINH,11.0,4.0,2021.0,6.0,12.0,14.0,107.0,0,ECONOMY (EL)-A,No,No,7,759132.0
Pacific Airlines,TP HCM,HÀ NỘI,7.0,4.0,2021.0,2.0,12.0,15.0,142.0,0,ECONOMY (EC)-T,No,Snack,20,1327691.0
Vietravel Airlines,HÀ NỘI,ĐÀ NẴNG,2.0,4.0,2021.0,4.0,12.0,13.0,80.0,0,DREGOW (D) - VÉ KHÔNG HOÀN,No,No,20,1116000.0
Vietjet,TP HCM,HẢI PHÒNG,20.0,4.0,2021.0,1.0,11.0,13.0,110.0,0,ECO,No,No,7,694900.0
Vietjet,CHU LAI,TP HCM,3.0,5.0,2021.0,0.0,7.0,9.0,80.0,0,ECO,No,Snack,20,1225900.0
Vietjet,SGN,HAN,4.0,5.0,2021.0,1.0,5.0,7.0,130.0,0,ECONOMY,No,No,20,1170900.0
Vietnam Airlines,TP HCM,ĐÀ NẴNG,24.0,4.0,2021.0,5.0,6.0,8.0,89.0,0,ECONOMY (EC)-T,No,No,20,1036926.0
Vietjet,PHÚ QUỐC,TP HCM,4.0,4.0,2021.0,6.0,9.0,10.0,65.0,0,ECO,No,No,20,1070900.0
Vietjet,ĐÀ LẠT,TP HCM,12.0,4.0,2021.0,0.0,16.0,17.0,55.0,0,ECO,No,No,7,694900.0
Vietjet,TP HCM,ĐÀ NẴNG,9.0,4.0,2021.0,4.0,15.0,17.0,85.0,0,ECO,No,No,7,694900.0
Vietnam Airlines,HÀ NỘI,ĐÀ NẴNG,25.0,4.0,2021.0,6.0,17.0,19.0,85.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Bamboo Airways,CẦN THƠ,HÀ NỘI,4.0,4.0,2021.0,6.0,10.0,12.0,130.0,0,ECO SAVER,No,Snack,20,1281000.0
Bamboo Airways,HAN,VCA,9.0,4.0,2021.0,4.0,7.0,9.0,120.0,0,ECONOMY,No,No,20,1071000.0
Pacific Airlines,SGN,DAD,6.0,4.0,2021.0,1.0,6.0,7.0,80.0,0,ECONOMY,No,No,7,704000.0
Vietjet,HPH,SGN,9.0,4.0,2021.0,4.0,21.0,23.0,120.0,0,ECONOMY,No,No,7,694900.0
Vietnam Airlines,HAN,DAD,6.0,4.0,2021.0,1.0,8.0,9.0,100.0,0,BUSINESS,Yes,Yes,30,3422767.0
Vietjet,NHA TRANG,TP HCM,17.0,4.0,2021.0,5.0,10.0,11.0,56.0,0,ECO,No,No,7,694774.0
Pacific Airlines,PHÚ QUỐC,TP HCM,16.0,4.0,2021.0,4.0,19.0,20.0,60.0,0,ECONOMY (EL)-A,No,No,7,704000.0
Vietjet,HÀ NỘI,PHÚ QUỐC,3.0,5.0,2021.0,0.0,14.0,16.0,125.0,0,ECO,No,No,20,1070900.0
Pacific Airlines,TP HCM,NHA TRANG,1.0,5.0,2021.0,5.0,19.0,20.0,74.0,0,ECONOMY (EC)-E,No,No,7,923042.0
Bamboo Airways,TP HCM,HÀ NỘI,28.0,4.0,2021.0,2.0,10.0,13.0,130.0,0,ECO SAVER,No,No,7,971000.0
Bamboo Airways,HAN,PQC,8.0,4.0,2021.0,3.0,14.0,16.0,125.0,0,ECONOMY,Yes,Yes,23,3702000.0
Pacific Airlines,TP HCM,PHÚ QUỐC,6.0,4.0,2021.0,1.0,17.0,18.0,65.0,0,ECONOMY (EL)-A,No,No,7,704000.0
Vietjet,TP HCM,VINH,1.0,5.0,2021.0,5.0,10.0,12.0,110.0,0,ECO,No,No,7,749900.0
Bamboo Airways,PQC,HAN,2.0,5.0,2021.0,6.0,9.0,11.0,125.0,0,ECONOMY,Yes,Yes,23,3372000.0
Vietjet,HAN,SGN,7.0,4.0,2021.0,2.0,7.0,9.0,148.0,0,BUSINESS,Yes,Yes,30,3237539.0
Vietjet,TP HCM,ĐÀ NẴNG,25.0,4.0,2021.0,6.0,10.0,11.0,80.0,0,ECO,No,No,7,694900.0
Bamboo Airways,DAD,SGN,4.0,5.0,2021.0,1.0,22.0,23.0,90.0,0,ECONOMY,No,No,7,706000.0
Pacific Airlines,VINH,TP HCM,29.0,4.0,2021.0,3.0,21.0,23.0,114.0,0,ECONOMY (EL)-P,No,No,7,992066.0
Pacific Airlines,SGN,CXR,7.0,4.0,2021.0,2.0,8.0,9.0,70.0,0,ECONOMY,No,No,7,704000.0
Vietravel Airlines,HAN,SGN,12.0,1.0,2026.0,0.0,12.0,14.0,110.0,0,ECONOMY,No,Snack,20,1247730.0
Vietnam Airlines,TP HCM,HÀ NỘI,8.0,4.0,2021.0,3.0,16.0,18.0,130.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Pacific Airlines,TP HCM,PHÚ QUỐC,15.0,4.0,2021.0,3.0,11.0,12.0,81.0,0,ECONOMY (EL)-P,No,No,7,804860.0
Vietnam Airlines,ĐÀ NẴNG,TP HCM,20.0,4.0,2021.0,1.0,11.0,12.0,90.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietjet,TP HCM,HÀ NỘI,26.0,4.0,2021.0,0.0,14.0,16.0,130.0,0,ECO,No,No,7,854560.0
Vietnam Airlines,TP HCM,HÀ NỘI,22.0,4.0,2021.0,3.0,17.0,19.0,130.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Vietnam Airlines,HÀ NỘI,NHA TRANG,14.0,4.0,2021.0,2.0,7.0,9.0,120.0,0,ECONOMY (EC)-E,No,No,20,1180000.0
Bamboo Airways,HAN,SGN,6.0,4.0,2021.0,1.0,21.0,23.0,133.0,0,ECONOMY,No,No,7,878834.0
Vietnam Airlines,HÀ NỘI,TP HCM,23.0,4.0,2021.0,4.0,15.0,17.0,135.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Vietnam Airlines,HAN,VCA,4.0,5.0,2021.0,1.0,15.0,18.0,146.0,0,ECONOMY,No,No,7,780462.0
Vietravel Airlines,ĐÀ NẴNG,TP HCM,19.0,4.0,2021.0,0.0,10.0,12.0,90.0,0,AREGOW (A) - VÉ KHÔNG HOÀN,No,No,7,740000.0
Vietjet,DAD,HAN,1.0,4.0,2021.0,3.0,22.0,0.0,85.0,0,ECONOMY,No,No,7,683900.0
Pacific Airlines,PHÚ QUỐC,TP HCM,26.0,4.0,2021.0,0.0,13.0,14.0,76.0,0,ECONOMY (EL)-P,No,No,7,817915.0
Vietnam Airlines,PHÚ QUỐC,TP HCM,7.0,4.0,2021.0,2.0,8.0,9.0,60.0,0,ECONOMY (EL)-A,No,No,7,726000.0
Vietjet,PHÚ QUỐC,HÀ NỘI,13.0,4.0,2021.0,1.0,12.0,14.0,120.0,0,ECO,No,Snack,20,1456900.0
Vietnam Airlines,HÀ NỘI,TP HCM,22.0,4.0,2021.0,3.0,21.0,23.0,149.0,0,ECONOMY (EL)-P,No,No,7,998228.0
Vietjet,HÀ NỘI,ĐÀ NẴNG,24.0,4.0,2021.0,5.0,7.0,9.0,80.0,0,ECO,Limited,Snack,23,2028900.0
Vietnam Airlines,TP HCM,HẢI PHÒNG,10.0,4.0,2021.0,5.0,8.0,10.0,133.0,0,ECONOMY (EL)-A,No,No,7,768680.0
Bamboo Airways,PQC,HAN,11.0,1.0,2026.0,6.0,12.0,14.0,110.0,0,ECONOMY,Limited,Snack,23,2132753.0
Pacific Airlines,TP HCM,HÀ NỘI,2.0,4.0,2021.0,4.0,14.0,17.0,145.0,0,ECONOMY (EC)-R,Limited,Snack,20,1581479.0
Bamboo Airways,SGN,DAD,1.0,5.0,2021.0,5.0,8.0,9.0,90.0,0,BUSINESS,Yes,Yes,30,5531923.0
Vietnam Airlines,TP HCM,THANH HÓA,23.0,4.0,2021.0,4.0,6.0,8.0,127.0,0,ECONOMY (EL)-A,No,No,7,745176.0
Pacific Airlines,SGN,VCL,8.0,4.0,2021.0,3.0,7.0,9.0,83.0,0,ECONOMY,No,No,7,830948.0
Vietnam Airlines,VCL,SGN,1.0,5.0,2021.0,5.0,13.0,15.0,85.0,0,ECONOMY,No,No,7,760000.0
Vietjet,PQC,HAN,4.0,5.0,2021.0,1.0,12.0,14.0,120.0,0,ECONOMY,Limited,Snack,20,1929900.0
Vietnam Airlines,ĐÀ NẴNG,HÀ NỘI,24.0,4.0,2021.0,5.0,11.0,12.0,80.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Pacific Airlines,ĐÀ NẴNG,HÀ NỘI,10.0,4.0,2021.0,5.0,12.0,14.0,90.0,0,ECONOMY (EL)-A,No,No,7,714101.0
Vietnam Airlines,HÀ NỘI,PHÚ QUỐC,22.0,4.0,2021.0,3.0,7.0,10.0,135.0,0,ECONOMY (EF)-S,Yes,Yes,23,3930000.0
Vietnam Airlines,TP HCM,THANH HÓA,24.0,4.0,2021.0,5.0,16.0,18.0,115.0,0,ECONOMY (EG)-M,Yes,Yes,23,3840744.0
Vietnam Airlines,SGN,PQC,1.0,5.0,2021.0,5.0,10.0,12.0,65.0,0,ECONOMY,Limited,Snack,20,1620000.0
Vietnam Airlines,ĐÀ NẴNG,HÀ NỘI,22.0,4.0,2021.0,3.0,15.0,16.0,76.0,0,ECONOMY (EL)-P,No,No,7,839715.0
Bamboo Airways,DAD,SGN,4.0,1.0,2026.0,6.0,12.0,14.0,110.0,0,ECONOMY,Yes,Yes,23,3123313.0
Pacific Airlines,HÀ NỘI,TP HCM,9.0,4.0,2021.0,4.0,11.0,13.0,145.0,0,ECONOMY (EL)-P,No,No,7,859000.0
Vietnam Airlines,SGN,DAD,2.0,4.0,2021.0,4.0,20.0,21.0,88.0,0,ECONOMY,No,No,20,1080401.0
Vietjet,TP HCM,HÀ NỘI,21.0,4.0,2021.0,2.0,5.0,7.0,130.0,0,ECO,No,No,7,849900.0
Pacific Airlines,CHU LAI,TP HCM,18.0,4.0,2021.0,6.0,10.0,11.0,80.0,0,ECONOMY (EL)-A,No,No,7,715000.0
Bamboo Airways,HÀ NỘI,TP HCM,13.0,4.0,2021.0,1.0,21.0,23.0,130.0,0,ECO SAVER,No,No,7,861000.0
Vietnam Airlines,CXR,SGN,9.0,4.0,2021.0,4.0,17.0,18.0,61.0,0,BUSINESS,Yes,Yes,30,3411986.0
Bamboo Airways,HÀ NỘI,TP HCM,25.0,4.0,2021.0,6.0,16.0,18.0,137.0,0,ECO SAVER,No,No,7,990990.0
Bamboo Airways,TP HCM,HÀ NỘI,2.0,5.0,2021.0,6.0,18.0,20.0,130.0,0,ECO SAVER,Limited,Snack,20,1611000.0
Vietjet,DAD,SGN,3.0,4.0,2021.0,5.0,21.0,22.0,80.0,0,ECONOMY,No,No,7,694900.0
Vietnam Airlines,ĐÀ NẴNG,HÀ NỘI,26.0,4.0,2021.0,0.0,15.0,16.0,80.0,0,ECONOMY (EF)-K,Limited,Snack,20,1840000.0
Vietjet,HÀ NỘI,TP HCM,29.0,4.0,2021.0,3.0,12.0,15.0,130.0,0,ECO,No,No,20,1170900.0
Vietnam Airlines,PHÚ QUỐC,TP HCM,27.0,4.0,2021.0,1.0,20.0,21.0,70.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietjet,HAN,UIH,3.0,4.0,2021.0,5.0,6.0,7.0,95.0,0,ECONOMY,Limited,Snack,20,1500900.0
Vietnam Airlines,HAN,DAD,9.0,4.0,2021.0,4.0,15.0,16.0,90.0,0,ECONOMY,No,No,20,1074639.0
Vietnam Airlines,SGN,CXR,11.0,4.0,2021.0,6.0,20.0,22.0,70.0,0,ECONOMY,No,No,7,738151.0
Vietnam Airlines,ĐÀ NẴNG,HÀ NỘI,27.0,4.0,2021.0,1.0,9.0,10.0,84.0,0,ECONOMY (EL)-A,No,No,7,757772.0
Bamboo Airways,PQC,HAN,8.0,1.0,2026.0,3.0,12.0,14.0,110.0,0,ECONOMY,Limited,Snack,23,2177865.0
Vietnam Airlines,HAN,SGN,1.0,5.0,2021.0,5.0,8.0,10.0,135.0,0,BUSINESS,Yes,Yes,30,5600000.0
Vietnam Airlines,ĐÀ NẴNG,HÀ NỘI,20.0,4.0,2021.0,1.0,17.0,18.0,80.0,0,ECONOMY (EC)-T,No,No,20,1080000.0
Vietjet,PHÚ QUỐC,HÀ NỘI,1.0,4.0,2021.0,3.0,18.0,19.0,115.0,0,ECO,No,No,20,1070900.0
Vietnam Airlines,ĐÀ NẴNG,HÀ NỘI,6.0,4.0,2021.0,1.0,21.0,22.0,88.0,0,ECONOMY (EL)-A,No,No,7,761293.0
Vietjet,DLI,SGN,7.0,4.0,2021.0,2.0,21.0,22.0,55.0,0,ECONOMY,No,No,7,694900.0
Vietnam Airlines,DLI,HAN,11.0,4.0,2021.0,6.0,21.0,23.0,105.0,0,ECONOMY,Limited,Snack,20,1730000.0
Vietjet,SGN,DAD,15.0,1.0,2026.0,3.0,12.0,14.0,118.0,0,BUSINESS,Yes,Yes,30,3374081.0
Vietnam Airlines,ĐÀ NẴNG,TP HCM,14.0,4.0,2021.0,2.0,18.0,20.0,98.0,0,ECONOMY (EL)-P,No,No,7,861215.0
Vietnam Airlines,PQC,SGN,12.0,4.0,2021.0,0.0,15.0,16.0,57.0,0,ECONOMY,Limited,Snack,20,1712160.0
Vietnam Airlines,SGN,PQC,1.0,4.0,2021.0,3.0,10.0,11.0,65.0,0,BUSINESS,Yes,Yes,30,4941301.0
Vietnam Airlines,TP HCM,HÀ NỘI,22.0,4.0,2021.0,3.0,13.0,15.0,130.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Pacific Airlines,SGN,DAD,2.0,4.0,2021.0,4.0,19.0,20.0,80.0,0,ECONOMY,No,No,7,804000.0
Bamboo Airways,HÀ NỘI,ĐÀ NẴNG,25.0,4.0,2021.0,6.0,13.0,14.0,81.0,0,ECO SAVER,No,No,7,673616.0
Vietnam Airlines,HAN,DAD,4.0,5.0,2021.0,1.0,18.0,19.0,85.0,0,ECONOMY,No,No,7,759000.0
Vietnam Airlines,TP HCM,PHÚ QUỐC,3.0,5.0,2021.0,0.0,6.0,8.0,65.0,0,ECONOMY (EL)-A,No,No,7,726000.0
Bamboo Airways,THD,SGN,9.0,4.0,2021.0,4.0,14.0,16.0,117.0,0,ECONOMY,No,No,7,883921.0
Vietjet,NHA TRANG,HÀ NỘI,7.0,4.0,2021.0,2.0,7.0,9.0,105.0,0,ECO,No,No,7,694900.0
Bamboo Airways,SGN,DAD,9.0,4.0,2021.0,4.0,18.0,19.0,105.0,0,ECONOMY,No,No,7,754398.0
Pacific Airlines,ĐÀ LẠT,TP HCM,19.0,4.0,2021.0,0.0,17.0,18.0,65.0,0,ECONOMY (EL)-P,No,No,7,804000.0
Pacific Airlines,TP HCM,CHU LAI,18.0,4.0,2021.0,6.0,7.0,9.0,80.0,0,ECONOMY (EL)-P,No,No,7,815000.0
Vietnam Airlines,SGN,DAD,5.0,4.0,2021.0,0.0,8.0,9.0,97.0,0,ECONOMY,No,No,7,772391.0
Vietjet,VINH,TP HCM,26.0,4.0,2021.0,0.0,9.0,11.0,124.0,0,ECO,No,No,7,676639.0
Vietjet,HÀ NỘI,PHÚ QUỐC,23.0,4.0,2021.0,4.0,5.0,7.0,125.0,0,ECO,No,No,7,960900.0
Vietnam Airlines,DAD,HAN,8.0,4.0,2021.0,3.0,12.0,13.0,80.0,0,ECONOMY,No,No,7,759000.0
Vietjet,HAN,CXR,10.0,4.0,2021.0,5.0,15.0,17.0,110.0,0,ECONOMY,No,Snack,20,1390900.0
Pacific Airlines,TP HCM,ĐÀ NẴNG,28.0,4.0,2021.0,2.0,6.0,7.0,80.0,0,ECONOMY (EC)-Q,No,Snack,20,1345000.0
Vietnam Airlines,HAN,SGN,4.0,5.0,2021.0,1.0,10.0,12.0,145.0,0,ECONOMY,No,No,7,851982.0
Vietjet,UIH,HAN,9.0,4.0,2021.0,4.0,8.0,9.0,107.0,0,ECONOMY,No,No,7,730863.0
Vietnam Airlines,TP HCM,PHÚ QUỐC,22.0,4.0,2021.0,3.0,18.0,19.0,68.0,0,ECONOMY (EL)-P,No,No,7,864764.0
Vietnam Airlines,TP HCM,ĐÀ LẠT,27.0,4.0,2021.0,1.0,16.0,18.0,65.0,0,ECONOMY (EL)-A,No,No,7,726000.0
Vietjet,DAD,SGN,14.0,1.0,2026.0,2.0,12.0,14.0,110.0,0,BUSINESS,Yes,Yes,30,2409899.0
Vietjet,TP HCM,THANH HÓA,7.0,4.0,2021.0,2.0,7.0,9.0,125.0,0,ECO,No,No,7,749900.0
Vietnam Airlines,HÀ NỘI,ĐÀ NẴNG,3.0,5.0,2021.0,0.0,18.0,19.0,79.0,0,ECONOMY (EL)-A,No,No,7,749906.0
Vietravel Airlines,SGN,HAN,8.0,4.0,2021.0,3.0,9.0,11.0,130.0,0,ECONOMY,No,No,7,746600.0
Vietjet,VII,SGN,6.0,4.0,2021.0,1.0,23.0,1.0,116.0,0,ECONOMY,No,No,7,693404.0
Vietnam Airlines,HẢI PHÒNG,TP HCM,3.0,5.0,2021.0,0.0,13.0,16.0,135.0,0,ECONOMY (EC)-R,Limited,Snack,20,1620000.0
Vietjet,THANH HÓA,TP HCM,26.0,4.0,2021.0,0.0,20.0,22.0,120.0,0,ECO,No,No,7,719399.0
Vietravel Airlines,SGN,BKK,6.0,1.0,2026.0,1.0,12.0,14.0,111.0,0,ECONOMY,Limited,Yes,23,2880206.0
Vietnam Airlines,SGN,HPH,2.0,5.0,2021.0,6.0,10.0,12.0,125.0,0,ECONOMY,Limited,Snack,20,1620000.0
Vietjet,HUI,SGN,6.0,4.0,2021.0,1.0,15.0,16.0,75.0,0,ECONOMY,No,No,7,694900.0
Vietnam Airlines,HUI,SGN,3.0,4.0,2021.0,5.0,10.0,12.0,104.0,0,ECONOMY,No,No,7,756851.0
Bamboo Airways,SGN,HAN,3.0,4.0,2021.0,5.0,14.0,17.0,130.0,0,ECONOMY,No,No,20,1071000.0
Vietnam Airlines,UIH,HAN,8.0,4.0,2021.0,3.0,12.0,14.0,100.0,0,ECONOMY,No,No,7,969000.0
Bamboo Airways,HAN,SGN,1.0,4.0,2021.0,3.0,21.0,23.0,130.0,0,ECONOMY,No,No,7,971000.0
Vietjet,TP HCM,HẢI PHÒNG,14.0,4.0,2021.0,2.0,9.0,11.0,120.0,0,ECO,No,No,7,694900.0
Vietnam Airlines,PHÚ QUỐC,TP HCM,17.0,4.0,2021.0,5.0,8.0,9.0,70.0,0,ECONOMY (EL)-P,No,No,7,859000.0
Vietnam Airlines,ĐÀ NẴNG,TP HCM,17.0,4.0,2021.0,5.0,9.0,11.0,90.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietjet,TP HCM,PHÚ QUỐC,4.0,4.0,2021.0,6.0,6.0,7.0,60.0,0,ECO,No,No,7,716900.0
Bamboo Airways,TP HCM,NHA TRANG,1.0,4.0,2021.0,3.0,12.0,14.0,70.0,0,ECO SAVER,No,No,7,761000.0
Vietjet,HAN,DLI,2.0,5.0,2021.0,6.0,19.0,21.0,95.0,0,ECONOMY,No,No,7,728728.0
Vietnam Airlines,ĐÀ NẴNG,HÀ NỘI,8.0,4.0,2021.0,3.0,8.0,9.0,80.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietnam Airlines,TP HCM,HÀ NỘI,28.0,4.0,2021.0,2.0,17.0,19.0,130.0,0,ECONOMY (EL)-P,No,No,7,969000.0
